age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
32,0,1,1,0,923,1,0,0,17,0,819,4,0
47,4,0,2,0,-363,1,1,2,27,8,513,1,0
69,4,1,2,0,840,0,0,1,5,3,128,3,1
47,5,0,1,0,47,0,0,0,29,4,489,1,0
48,1,1,1,0,2214,0,0,0,19,1,607,7,0
41,1,2,1,0,184,1,0,2,9,8,1054,2,0
43,0,2,1,0,445,1,0,2,19,8,546,2,0
48,4,0,2,0,700,1,0,0,29,1,488,2,0
39,5,1,2,0,855,1,0,2,21,8,786,2,0
30,4,2,2,0,45,0,0,1,2,3,211,2,0
29,1,2,2,0,11310,1,0,0,30,5,436,3,0
29,4,1,2,0,1441,1,0,0,30,0,185,1,0
56,1,1,0,0,2765,0,0,0,13,0,222,3,0
40,7,0,1,0,687,1,0,0,2,3,531,1,1
26,1,2,1,0,-29,1,0,0,10,5,998,4,1
39,4,0,1,0,-17,0,0,0,16,0,316,1,0
53,10,2,1,0,6248,0,0,0,28,4,885,1,0
35,1,2,1,0,4845,0,0,0,19,9,718,1,0
41,7,1,3,1,-1,0,1,0,30,5,1171,4,1
55,6,1,0,0,325,0,0,0,26,7,439,4,0
52,1,0,0,0,-191,1,0,2,15,8,755,1,1
32,1,2,1,0,-255,0,1,2,2,5,957,3,0
32,7,1,1,0,-34,1,0,2,30,8,1236,2,1
31,1,1,0,0,-537,1,1,0,21,5,1039,7,1
40,5,1,0,0,-407,1,0,0,18,5,905,3,0
61,5,1,2,0,32685,0,0,0,2,7,1447,2,1
42,7,1,1,0,1301,1,0,0,21,5,510,6,0
40,7,2,1,0,4126,0,0,0,4,3,671,2,0
34,9,2,1,0,347,1,0,0,24,5,947,6,0
23,9,2,1,0,4,1,0,0,8,8,763,1,1
35,0,1,1,0,-312,0,0,0,9,0,188,1,0
35,1,1,1,0,328,1,0,0,13,8,484,3,0
28,9,1,1,0,675,1,0,0,17,0,499,2,0
36,4,1,2,0,696,0,0,0,17,0,41,1,0
44,9,0,1,0,275,0,0,0,17,9,1077,1,1
29,1,2,1,0,-20,1,0,2,29,8,814,2,1
33,9,2,1,0,80,0,0,0,22,1,572,2,0
36,7,2,1,0,528,0,0,0,3,3,225,2,0
30,1,1,1,0,321,1,0,0,20,9,738,2,0
57,0,1,1,0,169,0,0,0,3,3,369,1,1
36,4,2,1,0,159,0,0,0,5,3,443,1,0
31,9,2,2,0,13711,1,0,0,20,9,1532,3,1
71,5,1,1,0,951,0,1,0,7,0,83,1,0
29,9,2,3,0,1729,1,0,0,6,0,479,1,0
42,1,2,0,0,1628,1,0,0,25,5,590,8,1
29,6,1,1,0,123,0,1,0,21,0,158,2,1
35,8,2,3,0,298,1,0,2,5,8,611,2,0
40,4,1,2,0,373,1,1,2,13,8,518,1,0
46,1,1,0,0,57,1,0,0,16,0,797,1,0
44,1,1,0,0,4581,1,0,0,15,0,520,3,0
38,7,1,2,0,1324,1,0,0,3,3,178,1,0
35,9,1,1,0,518,1,0,0,30,0,616,1,1
47,0,2,0,0,683,0,0,0,17,0,73,1,0
38,4,1,2,0,551,1,0,2,12,8,1875,4,0
27,4,2,2,0,791,0,0,0,29,4,620,1,0
60,5,1,1,0,4,0,0,0,28,1,602,3,0
45,9,2,3,0,7108,1,1,2,30,8,1212,3,0
28,1,2,2,0,4099,0,0,0,23,0,116,4,1
30,1,2,0,0,464,1,0,0,13,0,686,1,0
54,4,1,2,0,1303,0,0,0,3,3,1635,1,1
54,1,1,0,0,551,1,0,0,28,5,431,2,0
39,4,1,2,0,691,1,1,0,16,0,517,1,0
28,7,1,1,0,1214,0,0,2,28,8,582,1,0
44,1,1,0,0,503,1,0,2,7,8,629,2,0
31,1,1,1,0,472,1,0,2,13,8,907,2,0
23,1,2,1,0,4211,1,0,0,18,8,434,1,0
44,4,1,0,0,4758,1,0,0,22,5,712,6,1
49,0,1,1,0,359,1,0,0,2,3,231,2,0
50,0,2,1,0,2252,0,0,0,30,0,652,2,1
37,1,1,1,0,1330,0,0,0,30,0,390,1,1
32,4,2,2,0,462,0,0,0,21,0,252,1,0
23,1,2,1,0,668,1,0,0,18,8,857,3,0
55,4,0,2,0,446,0,0,0,2,3,159,1,0
51,1,1,1,0,548,0,0,0,22,1,511,4,0
31,9,1,1,0,54,0,0,0,20,9,775,1,0
23,0,2,1,0,4681,1,0,2,28,8,507,2,0
54,9,0,1,0,2749,1,0,0,3,3,341,2,0
40,0,1,1,0,5,0,0,0,2,3,174,1,0
36,9,1,2,0,71,0,0,0,19,1,587,2,0
56,3,0,1,0,977,0,0,0,7,5,1200,1,0
43,1,1,0,0,-192,1,0,2,8,8,1120,2,1
32,9,2,2,0,-770,1,0,0,18,8,618,1,1
47,1,1,0,0,85,0,0,0,25,1,454,4,0
45,9,1,1,0,3601,1,0,2,30,8,536,2,0
38,4,1,2,0,5432,1,1,0,17,0,707,1,0
45,9,1,1,0,366,0,1,0,3,3,235,2,0
32,9,2,2,0,1625,0,0,0,22,8,796,1,1
53,1,1,1,0,2,1,0,2,16,8,851,2,0
29,0,2,1,0,196,0,0,1,2,3,268,1,0
50,3,1,0,0,238,0,0,0,27,1,968,5,0
60,0,2,1,0,646,1,0,1,16,5,649,2,0
27,4,2,0,1,13,0,0,0,30,4,475,3,1
61,5,0,0,0,876,0,0,0,17,0,40,9,0
54,1,1,3,0,191,0,0,0,4,1,753,2,0
25,0,2,2,0,1141,1,0,0,5,8,718,1,0
32,0,2,1,0,976,1,0,0,28,5,644,3,0
25,9,2,1,0,938,0,0,0,1,6,1048,1,1
59,5,1,1,0,1449,1,1,0,23,5,437,2,0
32,1,1,1,0,1879,0,0,0,6,3,591,8,1
40,2,0,1,0,1247,1,0,0,2,3,445,2,0
52,4,1,3,0,2240,1,0,2,13,8,845,1,1
48,9,1,2,0,2369,0,0,2,11,6,516,2,0
31,0,1,1,0,3584,1,1,0,18,9,467,1,0
50,0,0,1,0,381,0,0,0,5,3,519,1,0
37,4,2,2,0,72,1,1,0,20,0,885,5,1
23,1,2,1,0,9,1,0,2,21,8,544,1,0
41,9,2,1,0,3023,0,0,0,31,5,616,3,0
30,4,1,2,0,1942,1,1,0,21,9,436,2,1
30,1,1,1,0,913,1,1,0,19,9,433,2,0
53,0,0,1,0,-394,1,0,2,15,8,599,2,0
38,1,1,1,0,194,1,0,0,17,0,576,4,0
59,5,1,2,0,1296,0,0,0,11,1,862,11,0
31,7,0,1,0,139,0,0,0,2,3,178,1,0
53,9,0,1,1,-63,0,1,0,4,1,531,1,0
47,9,1,2,0,1694,0,1,2,20,6,560,3,1
44,1,0,1,0,1258,1,0,0,6,3,607,4,0
52,0,1,1,0,350,0,1,0,8,5,460,2,0
25,1,2,0,0,292,1,1,0,18,8,1027,2,1
42,4,1,2,0,4,1,0,0,8,8,579,2,1
40,9,0,1,0,0,0,0,0,7,1,674,2,1
55,5,0,1,0,-268,0,1,0,24,5,1417,1,1
43,1,1,0,0,487,1,0,2,7,8,548,2,0
28,0,1,1,0,1428,1,0,0,16,0,495,1,0
31,2,2,1,0,159,1,0,2,23,8,533,1,0
53,1,1,0,0,751,1,0,0,3,3,1528,2,1
59,5,0,1,0,679,0,0,0,30,5,761,4,1
36,6,1,1,0,351,1,0,0,17,0,1554,3,0
48,1,1,0,0,490,1,0,2,19,8,622,2,0
60,1,1,0,0,2221,0,0,0,6,1,2191,2,0
36,7,1,1,0,472,1,0,2,19,6,1017,1,0
48,1,1,3,0,2499,0,0,0,28,1,429,3,0
50,0,2,1,0,133,0,0,0,28,5,890,4,1
36,9,2,1,0,125,1,0,0,15,8,676,3,1
42,1,1,1,0,2913,0,0,0,3,6,705,1,1
32,6,1,2,0,1423,0,0,0,6,1,1249,4,1
29,1,1,1,0,64,1,0,0,14,8,444,2,0
32,9,2,1,0,28,1,0,0,17,0,598,1,0
31,9,1,2,0,4089,0,0,0,12,1,433,3,0
30,7,2,1,1,-261,1,0,0,29,4,1139,2,0
41,1,1,3,0,225,1,0,2,7,8,690,2,0
38,0,1,1,0,337,0,0,0,28,5,624,4,0
32,1,1,1,1,-53,1,0,0,16,0,648,1,1
44,9,1,1,0,-1317,1,0,0,2,3,371,1,0
41,4,1,1,0,0,1,0,0,2,3,154,2,0
50,4,0,1,0,458,0,0,0,3,3,184,3,0
29,9,2,2,0,1669,0,0,0,3,3,297,1,1
37,1,0,1,0,-175,1,0,0,30,4,638,4,0
38,1,1,0,0,265,0,0,2,17,6,854,3,0
32,1,1,0,0,2291,1,1,0,29,4,489,3,0
34,1,1,1,0,3990,1,0,0,18,9,591,2,0
60,0,1,1,0,7336,0,0,0,31,7,494,1,0
35,4,1,2,0,0,1,0,0,16,0,563,1,0
30,8,2,1,0,0,1,0,0,19,9,661,1,0
32,1,1,1,0,356,1,0,0,8,8,451,3,0
59,5,1,2,0,6108,1,0,0,17,5,796,2,0
30,1,2,0,0,1395,1,0,0,21,9,569,1,0
48,0,2,1,0,6627,1,0,0,16,0,433,2,0
52,9,1,1,0,5303,1,0,2,19,10,133,1,1
29,1,2,1,0,734,1,1,0,30,0,259,1,1
36,0,2,1,0,11174,1,0,0,15,0,953,1,1
34,9,1,2,0,0,0,0,0,21,5,589,2,0
29,4,1,2,0,-45,0,0,0,2,3,180,1,0
47,4,1,3,0,4567,0,0,1,31,5,921,4,0
37,1,1,0,0,-106,1,1,0,12,8,690,1,1
74,4,1,2,0,4515,0,0,1,17,0,1161,5,0
32,4,1,2,0,169,0,0,1,14,1,698,2,1
45,9,1,1,0,59,1,0,2,29,8,609,2,0
30,7,1,1,0,1801,1,0,2,8,8,807,2,0
38,9,1,1,0,0,1,0,0,22,5,1545,1,1
34,4,1,2,0,0,0,0,0,15,0,125,2,0
58,4,1,2,0,4152,1,0,0,30,0,750,2,1
39,7,0,1,0,687,1,0,0,9,5,869,1,1
33,1,0,1,0,3546,1,0,2,23,8,777,2,1
30,0,2,2,0,305,0,0,0,30,0,633,1,1
47,0,1,1,0,0,0,0,0,9,0,159,1,0
24,8,1,3,0,146,0,0,0,16,0,176,1,0
30,4,2,2,0,2708,0,0,0,19,9,479,1,0
41,9,2,1,0,650,1,0,0,20,9,2420,3,1
48,2,1,2,0,981,1,0,2,15,8,995,2,0
45,4,0,1,0,1950,0,0,0,4,1,498,1,0
42,1,1,0,0,505,1,0,2,14,8,521,2,0
49,0,0,1,0,168,1,1,2,8,8,513,1,1
39,6,1,1,0,81,0,1,0,23,5,438,1,0
30,7,2,2,0,803,0,0,0,30,0,243,1,0
31,4,0,2,0,1145,1,0,2,26,8,1272,4,1
29,0,1,1,0,6429,1,1,0,14,8,535,1,0
35,1,1,3,0,520,1,0,0,17,0,476,1,1
26,9,2,1,0,223,0,1,0,21,5,1002,3,1
48,10,2,2,0,3229,0,0,2,16,6,1089,1,1
34,9,2,1,0,2729,1,0,0,18,9,835,1,1
27,6,0,1,0,165,1,0,0,6,3,1160,2,0
39,9,1,1,0,1385,1,1,1,9,5,446,1,0
31,6,2,2,0,144,1,0,2,16,8,676,1,1
27,0,2,1,0,557,1,0,0,13,8,466,2,0
56,4,1,1,0,238,1,0,0,19,9,808,1,0
36,2,0,2,0,776,0,1,0,7,5,722,3,1
36,1,2,1,0,340,0,1,2,16,6,559,3,0
44,2,1,2,0,1080,0,1,2,4,5,566,3,0
24,7,2,2,0,1385,1,0,2,28,8,1277,2,0
35,4,0,2,0,859,1,1,0,19,9,1554,1,1
59,5,1,1,0,566,0,0,0,12,1,464,4,0
51,7,0,1,0,-245,1,1,2,28,8,612,2,0
23,1,2,1,0,492,1,0,2,4,6,638,1,1
53,9,2,1,0,198,1,1,2,30,8,521,2,0
38,10,2,1,0,804,0,0,0,1,6,1087,1,1
71,9,1,2,0,383,0,0,0,27,0,388,3,1
36,6,2,2,0,1240,0,0,0,31,5,812,3,1
54,0,1,1,0,3729,0,1,0,18,9,597,2,0
43,4,1,2,0,1059,0,1,0,1,6,335,2,1
38,1,0,1,0,0,1,0,0,11,8,580,1,0
35,1,1,0,0,373,0,0,0,17,0,335,2,0
46,4,1,2,0,213,0,0,1,27,0,151,3,0
32,7,1,1,0,1076,0,0,0,21,9,906,1,0
30,1,2,1,0,4,0,0,0,15,0,692,1,0
38,10,1,2,0,2812,1,0,0,30,0,830,1,1
40,0,1,1,0,0,1,0,0,3,3,561,1,0
35,4,1,2,0,1650,0,0,0,8,1,885,5,0
45,0,1,1,0,3493,1,0,0,8,5,498,1,0
49,1,1,1,0,3728,1,0,0,11,5,1060,2,1
33,4,1,2,0,2599,0,0,0,30,0,1373,2,1
46,9,1,3,0,605,1,0,0,20,0,780,2,0
46,9,1,1,0,3,1,1,0,12,8,614,3,1
34,4,1,2,0,11,1,0,0,17,5,654,1,0
37,9,0,1,0,51,0,1,0,28,4,2150,2,0
45,1,1,0,0,675,1,0,0,20,0,890,2,0
48,0,0,1,0,83,1,0,0,13,8,1101,1,1
51,9,1,1,0,143,1,0,2,16,8,627,1,0
28,9,1,1,0,-92,1,0,0,17,0,873,1,0
32,7,2,1,0,486,0,0,0,29,4,1181,1,1
52,1,2,3,0,1785,0,0,0,3,3,168,2,0
51,0,0,1,0,2717,0,0,2,9,6,559,2,0
28,1,1,1,0,1021,1,0,0,20,0,774,2,0
53,3,1,1,0,736,1,0,2,20,8,535,1,0
55,1,1,0,0,1101,0,0,2,18,6,744,3,0
57,5,1,0,0,1335,0,0,0,19,9,902,2,0
49,0,0,1,0,-212,1,1,0,11,8,469,1,0
51,1,1,1,0,500,0,0,0,14,8,471,1,0
38,7,2,1,0,895,1,0,0,12,8,1531,1,1
46,2,0,1,0,-563,0,1,0,15,5,769,4,1
46,1,1,1,0,1733,1,0,2,14,8,546,1,0
49,9,0,1,0,30,0,1,0,15,5,439,2,0
31,1,1,1,0,-204,1,1,0,11,1,429,7,0
59,0,1,1,0,1575,1,0,0,22,1,1241,11,1
38,7,1,1,0,1970,1,0,0,30,0,701,1,1
51,1,1,0,0,201,1,0,0,17,5,582,2,1
57,9,0,2,0,437,0,0,0,26,1,435,5,0
52,7,1,0,0,306,1,0,0,13,8,650,5,1
53,4,0,2,0,50,1,0,0,15,8,669,1,1
78,11,1,3,0,2235,0,0,1,14,0,300,3,1
32,2,1,1,0,-242,1,0,0,20,0,1202,3,1
39,2,1,0,0,437,1,0,2,27,10,150,1,1
31,7,0,1,0,1222,1,0,2,20,8,532,1,0
27,7,1,1,0,2526,1,0,0,23,5,500,3,0
47,9,1,1,0,536,1,0,0,18,8,778,2,0
32,4,1,2,0,132,1,0,2,30,8,565,2,0
48,3,0,0,0,1583,0,1,1,18,5,494,2,0
32,1,2,1,0,2142,0,0,0,2,3,406,1,0
50,9,1,1,0,-568,1,1,2,28,8,860,2,0
52,4,1,2,0,576,0,0,0,18,1,762,3,1
33,4,1,2,0,2173,1,0,0,15,0,871,1,0
48,7,0,1,0,-361,1,0,0,12,8,1062,3,1
54,9,0,1,0,784,1,1,2,15,8,579,1,0
46,1,1,0,0,5393,1,0,0,20,9,997,2,0
45,1,0,0,0,594,1,0,2,29,8,833,2,1
38,1,1,1,0,376,1,0,2,7,8,1521,1,0
49,10,1,2,0,0,1,0,0,4,3,772,2,0
24,8,2,1,0,382,0,0,0,30,0,567,2,1
37,1,2,1,0,5742,1,1,0,30,4,588,1,0
58,5,1,1,0,610,1,0,2,6,6,651,1,0
35,2,2,2,0,145,1,0,0,18,5,799,2,1
29,4,0,2,0,415,1,1,2,28,8,449,4,0
47,4,2,2,0,255,0,1,0,30,5,802,4,1
31,1,1,1,0,671,1,0,2,18,6,704,4,1
47,1,1,1,0,3696,1,0,0,19,9,635,3,0
40,4,1,2,0,2168,1,1,0,19,9,530,1,0
45,1,1,0,0,61,0,0,0,17,0,108,1,0
69,5,1,0,0,324,0,0,0,4,3,136,4,1
43,10,1,1,0,775,0,0,0,30,0,488,1,0
26,10,2,0,0,1213,0,0,0,29,4,685,1,0
29,0,0,1,0,120,0,1,0,3,3,197,1,0
38,10,1,1,0,0,1,1,0,30,4,437,1,0
38,9,1,1,0,0,0,0,0,8,5,635,1,1
30,1,1,1,0,-6,1,0,0,17,0,461,1,0
54,1,1,0,0,1390,0,0,1,29,5,647,2,0
42,7,2,1,0,-193,1,0,0,13,8,1805,4,0
40,10,1,1,0,3924,0,0,2,5,6,648,2,0
52,1,1,0,0,241,1,0,2,26,8,729,2,0
57,1,1,1,0,2887,0,0,0,21,1,819,10,1
41,1,2,1,0,1564,1,0,0,12,8,493,10,0
55,3,1,1,0,5,0,0,0,2,3,269,1,0
54,6,0,0,0,351,1,0,2,6,6,642,2,1
43,3,2,0,0,800,1,0,0,13,8,902,1,1
47,1,1,1,0,0,1,0,0,21,5,676,1,0
30,0,2,1,0,211,0,0,0,10,5,473,1,0
24,1,2,1,0,1690,1,1,0,15,8,543,3,0
35,9,0,1,0,5724,1,0,2,30,8,691,10,1
51,1,1,0,0,603,1,0,0,24,5,853,2,1
46,2,1,1,0,404,1,0,1,12,8,1388,7,0
48,2,0,1,0,2,1,1,0,6,8,593,2,0
30,4,2,2,0,398,0,0,0,30,0,554,1,1
59,11,1,3,0,1541,0,0,0,5,1,790,1,0
33,4,1,2,0,1064,1,0,0,13,8,562,1,1
59,3,1,0,0,100,0,0,0,5,1,1134,1,1
47,10,2,0,0,7351,0,0,0,4,3,1060,3,0
37,9,1,1,0,123,1,1,2,6,8,530,2,0
73,5,1,2,0,448,0,0,0,24,7,136,1,1
33,4,0,1,0,5,1,0,2,13,8,1346,1,1
31,6,2,2,0,578,1,0,0,17,0,664,1,0
28,10,1,0,0,7459,1,0,0,2,3,981,5,1
47,4,1,2,0,1057,0,0,0,4,1,488,2,0
37,10,2,1,0,443,0,0,0,29,4,1600,1,1
42,7,1,1,0,1376,1,0,0,2,6,271,2,1
44,1,1,0,0,3433,1,0,2,2,6,548,8,0
40,7,1,1,0,-378,1,1,0,13,8,541,1,0
36,9,1,1,0,-179,1,0,0,18,9,476,2,0
51,1,1,1,0,701,1,0,2,15,8,1051,3,0
51,3,0,2,0,1613,0,0,0,4,1,870,1,1
44,1,1,0,0,276,1,0,0,30,5,535,2,0
41,2,1,1,0,30,0,0,0,30,0,460,1,1
41,9,1,1,0,741,1,0,0,6,8,606,3,0
35,1,1,1,0,913,1,0,0,17,0,738,2,0
38,4,1,2,0,655,0,0,0,3,3,389,3,0
40,4,1,2,0,-1212,1,0,0,15,8,1259,2,0
46,10,1,1,0,562,0,0,0,8,5,491,1,0
23,7,2,1,0,210,1,0,2,20,8,507,1,0
39,1,1,1,0,785,1,0,0,11,8,1232,2,1
22,1,2,1,0,0,1,0,2,23,8,816,2,0
20,1,2,1,0,76,1,0,0,18,8,639,2,1
29,0,2,1,0,163,1,1,2,16,8,803,1,1
35,1,1,1,0,698,1,1,2,30,8,1343,3,1
35,4,1,2,0,71,1,0,0,30,0,510,2,0
44,1,1,0,0,195,1,0,2,16,8,541,5,0
49,9,0,1,0,-403,0,1,0,21,5,482,2,0
27,1,2,0,0,3342,1,0,0,30,0,761,2,0
31,1,1,1,0,664,1,1,2,21,8,987,3,0
58,2,1,2,0,853,0,0,2,5,6,1149,2,1
40,4,0,2,0,3355,0,0,0,1,6,212,1,0
35,1,1,1,0,-613,1,0,2,16,8,754,1,0
44,4,1,1,0,3286,1,0,0,18,5,569,1,0
35,1,2,1,0,4963,1,0,0,14,8,456,1,1
58,5,1,3,0,662,1,0,0,2,3,389,1,0
52,1,1,0,0,142,0,0,1,10,5,924,5,0
50,5,1,1,0,8648,0,0,0,12,8,731,3,1
40,1,1,1,0,-428,1,0,2,28,8,585,3,0
34,2,1,2,0,-28,1,0,0,16,5,574,1,0
58,9,1,1,0,0,1,0,0,5,3,1823,1,0
25,1,2,1,0,195,0,0,0,16,5,1339,3,0
38,4,2,2,0,3646,1,0,0,12,8,1710,2,1
58,4,1,2,0,714,1,0,2,15,8,850,6,0
44,10,1,1,0,6178,0,0,0,3,3,213,3,0
28,4,2,2,0,781,0,0,0,9,0,125,6,0
34,1,0,1,0,2551,1,1,0,22,5,1408,2,0
41,4,2,1,0,1286,1,0,1,17,9,661,4,0
33,8,2,2,0,254,1,0,2,29,8,558,13,0
35,7,2,1,0,2223,0,0,0,17,9,499,3,0
30,9,2,1,0,2544,0,0,0,8,0,108,2,1
29,3,1,0,0,132,0,0,0,5,3,559,5,0
26,0,2,1,0,81,0,1,0,10,5,604,1,0
36,0,1,1,0,96,0,0,0,2,3,302,1,1
26,4,2,2,0,1274,1,0,0,1,6,190,1,0
33,1,1,1,0,0,1,0,0,17,9,809,3,0
56,4,1,2,0,1390,1,0,0,18,9,543,1,1
41,0,1,1,0,3855,1,0,2,19,8,657,2,0
30,1,1,1,0,0,1,1,0,10,5,1399,1,1
33,0,2,1,0,894,0,0,0,5,3,509,2,0
38,4,1,2,0,1187,1,1,0,2,3,157,1,0
40,6,2,2,0,1616,0,0,1,28,5,1009,7,1
29,9,2,1,0,1165,0,0,0,2,6,245,1,1
41,4,1,2,0,10758,1,0,0,1,6,288,1,0
29,1,2,1,0,13654,1,1,0,16,0,528,1,0
50,9,1,1,0,1541,1,0,2,29,8,744,1,0
52,4,1,2,0,7135,0,0,0,19,1,1032,3,1
28,2,1,1,0,8,1,0,2,27,8,1297,1,0
47,4,1,2,0,509,0,1,0,21,1,898,4,0
33,4,2,2,0,2637,0,0,0,28,1,583,17,1
55,3,2,1,0,1606,0,0,1,17,9,762,1,0
29,9,2,2,0,-803,1,1,0,6,8,827,1,0
44,1,2,1,0,712,1,1,0,6,0,740,3,1
30,4,2,2,0,420,0,0,0,25,1,618,3,0
46,10,1,1,0,2551,0,0,0,12,1,645,2,1
43,1,0,0,0,3550,0,0,0,20,9,1154,1,1
52,6,1,1,0,1498,1,0,0,30,5,1078,11,0
45,1,1,1,0,8680,1,0,2,13,8,503,1,0
46,1,1,1,0,494,1,0,2,26,8,724,1,0
29,4,2,2,0,697,0,0,0,30,0,365,1,1
31,8,2,2,0,307,0,0,0,20,9,597,2,0
39,7,1,1,0,117,1,0,0,18,8,1032,2,1
35,4,2,2,0,1750,1,0,0,21,0,333,3,1
45,9,1,1,0,280,1,0,0,4,8,562,3,0
32,9,2,1,0,230,1,0,0,18,8,442,1,1
31,6,2,2,0,17924,1,0,0,14,8,745,1,1
50,4,1,2,0,414,1,0,0,3,0,707,1,1
36,4,1,2,0,849,1,1,2,21,8,958,2,1
32,9,2,2,0,1710,1,0,0,15,8,439,1,0
28,7,2,2,0,737,1,1,2,27,8,955,1,0
53,7,1,1,0,660,0,0,0,2,3,210,1,0
37,1,1,3,0,603,1,0,2,23,8,773,2,0
50,4,1,2,1,37,0,0,0,4,1,869,1,0
27,8,2,3,0,1444,0,0,0,2,3,248,2,0
32,9,2,1,0,562,1,0,2,30,8,722,3,1
47,6,1,2,0,917,0,0,0,6,3,518,3,0
35,1,2,0,0,1215,1,0,2,15,8,597,1,0
59,10,0,1,0,2026,0,0,0,2,6,395,1,0
33,1,1,0,0,3074,0,0,0,18,9,679,1,0
42,4,1,2,0,477,1,0,2,5,6,517,3,0
30,4,1,1,0,0,1,0,0,12,8,756,3,0
26,1,2,0,0,941,0,0,0,29,4,1165,1,1
33,4,1,2,0,91,0,0,0,10,5,526,1,0
57,9,1,2,0,-1,0,0,2,14,8,850,2,1
31,0,1,1,0,3540,1,0,0,21,9,441,1,0
35,9,1,2,0,1526,1,0,0,2,3,236,2,0
43,1,0,0,0,-97,1,1,0,31,5,747,4,0
30,1,2,1,0,6900,0,0,0,21,9,816,1,0
32,6,2,2,0,0,1,0,0,6,8,767,1,1
32,9,2,2,0,392,1,0,0,1,0,957,2,0
59,7,1,1,0,-22,1,0,2,26,8,748,3,1
24,6,2,2,0,2984,1,0,2,27,8,935,1,1
49,9,1,1,0,412,0,0,0,19,1,1293,8,1
34,7,1,1,0,-451,1,1,0,23,5,498,1,0
31,4,2,2,0,2085,1,0,0,21,9,639,2,0
25,8,2,2,0,253,0,0,0,4,8,597,1,1
53,1,2,3,0,160,1,0,0,7,8,589,2,0
37,0,1,1,0,274,1,0,2,27,8,731,3,1
26,10,2,2,0,3511,0,0,0,30,0,439,2,1
33,4,1,1,0,3935,1,0,0,6,8,765,1,1
32,0,2,1,0,314,0,1,0,23,0,91,4,0
32,9,2,2,0,2481,0,0,0,18,1,547,11,0
39,9,1,2,0,1524,0,0,0,20,0,567,1,1
51,7,1,1,0,0,0,1,2,26,6,565,3,0
32,9,2,1,0,7558,1,0,0,19,9,581,2,0
49,1,2,0,0,2146,1,0,0,7,8,1516,2,1
41,4,1,1,0,49,1,0,0,28,5,534,8,0
74,5,1,1,0,921,0,0,1,17,0,394,2,1
30,9,2,2,0,178,0,0,0,17,5,656,3,1
53,7,1,1,0,2925,1,0,2,15,8,1392,4,0
39,7,1,1,0,186,1,0,0,17,0,433,1,0
26,0,2,1,0,102,0,1,0,8,5,658,2,1
31,0,1,1,0,8295,1,0,0,19,9,541,1,0
43,4,1,2,1,0,0,0,0,21,5,455,2,0
39,4,1,2,0,63,1,0,0,16,0,479,1,0
46,0,2,1,0,849,1,0,2,5,6,508,2,1
30,8,2,2,0,3300,0,0,0,21,9,1571,1,1
30,9,2,1,0,1626,0,0,0,25,5,566,3,0
38,0,0,1,0,19,1,0,2,30,8,604,2,1
31,4,1,2,0,156,0,0,0,13,1,657,7,1
57,3,1,2,0,2326,0,0,0,17,0,378,1,1
30,4,1,2,0,155,1,0,0,1,6,353,1,0
41,6,1,0,0,-8,1,0,2,27,8,643,2,0
39,1,1,1,0,8,0,1,0,18,9,607,1,0
45,10,1,2,0,1148,0,0,0,19,9,782,2,0
36,1,1,1,0,1165,1,0,2,13,8,1001,4,1
41,2,2,1,0,3216,0,0,2,9,6,718,3,0
32,9,1,1,0,659,0,1,0,28,5,446,2,0
52,7,1,1,0,2070,0,0,1,1,0,74,3,0
39,2,1,1,0,11887,0,0,0,18,9,1181,2,1
43,4,1,2,0,0,0,0,1,17,10,147,1,0
33,4,2,2,0,923,1,0,0,19,9,1307,3,0
33,7,0,1,1,339,1,0,2,23,8,496,4,0
60,9,1,1,0,216,1,1,0,2,3,214,1,0
44,1,0,1,0,558,1,0,2,7,8,485,1,0
35,1,0,0,0,1792,1,0,0,31,5,630,6,1
36,8,2,1,0,624,0,0,0,5,3,518,2,0
36,9,2,1,0,1615,1,0,0,11,8,622,1,0
70,5,1,1,0,2575,0,0,1,20,0,216,2,1
31,4,2,2,0,3295,0,0,0,2,3,845,2,0
53,0,0,1,0,2647,1,0,0,9,0,494,1,0
43,3,1,0,0,1283,0,0,0,5,1,448,1,0
34,6,2,2,0,2800,1,0,2,14,8,668,1,0
35,6,1,1,0,5613,1,0,0,28,5,699,3,1
55,7,1,3,0,2944,0,0,0,27,1,672,6,1
42,9,1,2,0,921,0,0,0,5,1,531,3,1
34,9,0,1,0,8,1,0,0,6,8,569,2,0
57,0,2,1,0,3551,1,0,0,12,8,458,1,1
55,6,0,1,0,148,0,0,2,17,6,847,3,0
34,9,2,2,0,6529,0,0,0,14,1,505,2,1
30,9,2,1,1,28,1,0,0,15,8,778,5,0
36,7,2,1,0,774,1,0,0,3,3,231,2,0
39,1,1,3,0,295,1,0,0,3,3,254,1,0
38,9,2,2,0,25,1,0,0,1,6,232,2,1
31,10,2,1,0,1214,0,0,0,4,3,974,1,1
33,7,1,1,0,3444,1,0,0,22,5,487,4,0
40,1,0,3,0,1171,1,0,2,29,8,431,2,0
59,5,1,0,0,6,0,0,0,7,1,448,3,0
27,8,2,1,0,980,0,0,0,29,4,503,1,0
31,0,1,1,0,685,1,0,0,15,8,552,1,1
32,1,1,1,0,2502,1,0,0,24,5,604,1,0
56,3,0,0,1,1238,0,0,2,5,6,1558,1,1
46,6,0,2,0,926,1,0,0,1,0,463,1,0
